"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data","prev_rate","replica_comp"
"Lethrinus atkinsoni",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus obsoletus",1,"LAG",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",5.6,"BAR",1,35,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus variegatus",17.917,"BAR",1,45,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Macropharyngodon negrosensis",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",6,"BAR",1,30,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",47.344,"LAG",1,50,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Oplopomus oplopomus",4,"LAG",1,10,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",3.5,"BAR",1,35,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Oxycheilinus nigromarginatus",0,"BAR",1,10,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Parapercis australis",1.5,"BAR",1,25,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Parapercis hexophtalma",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus barberinoides",0,"BAR",1,35,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus barberinus",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus cyclostomus",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus heptacanthus",2,"LAG",1,20,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus multifasciatus",4,"BAR",1,20,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Parupeneus pleurostigma",5,"BAR",1,40,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Pentapodus caninus",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Plectropomus leopardus",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Pomacanthus imperator",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Pomacentrus coelestis",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Pomacentrus moluccensis",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Pomacentrus nagasakiensis",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Pseudalutarius nasicornis",4.5,"LAG",1,25,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Pseudobalistes fuscus",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Pseudocaranx dentex",4.5,"LAG",1,15,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Scomberomorus commerson",-2,"LAG",1,20,"BAR_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Abalistes stellatus",1.414,"BAY",1,30,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Acreichthys tomentosus",0,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Amblygobius sphynx",2,"LAG",1,10,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Aprion virescens",0,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Arothron stellatus",0,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Canthigaster bennetti",0,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Carangoides fulvoguttatus",0,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Caranx papuensis",4,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Carcharhinus leucas",0,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Coris caudimacula",0,"LAG",1,10,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Coris dorsomacula",0,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Diagramma pictum",-1,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Echeneis naucrates",-7.099,"BAY",1,25,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Epinephelus areolatus",1.556,"BAY",1,10,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Galeocerdo cuvier",0,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Gnathanodon speciosus",0.056,"BAY",1,10,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Lagocephalus sceleratus",1.5,"LAG",1,20,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus genivittatus",14.614,"LAG",1,50,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus obsoletus",2.553,"BAY",1,35,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Lutjanus lutjanus",0.056,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Lutjanus vitta",1.944,"BAY",1,10,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",1.017,"LAG",1,90,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Parapercis clathrata",1.5,"BAY",1,10,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Pentapodus caninus",0,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",15.5,"LAG",1,35,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Pseudalutarius nasicornis",3.5,"LAG",1,20,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Rhynchobatus Djiddensis",0,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Synodus variegatus",0,"BAY",1,10,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Thalassoma lunare",0.5,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Upeneus tragula",2,"BAY",1,10,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Vanderhorstia ambanoro",-0.667,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Acanthurus nigricauda",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Acanthurus xanthopterus",2.111,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Amblyeleotris steinitzi",1.889,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Amblygobius phalaena",0.889,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Bodianus loxozonus",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Bodianus perditio",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Cheilio inermis",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Chrysiptera biocellata",0.333,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Coris batuensis",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Coris dorsomacula",0.722,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Ctenochaetus striatus",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Dascyllus aruanus",0.333,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Dasyatis kuhlii",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Epinephelus areolatus",8.296,"INSHORE",1,6.66666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Epinephelus maculatus",0.111,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Gymnocranius grandoculis",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Halichoeres trimaculatus",6.244,"OFFSHORE",1,26.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus atkinsoni",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",1.574,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Lutjanus vitta",8.563,"INSHORE",1,6.66666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Nemipterus peronii",29.767,"INSHORE",1,60,"INSHORE_OFFSHORE","terinter","maxN","prev_0","MBERE_vs_ABORE"
"Amblygobius phalaena",0.5,"BAR",1,25,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"BAR",1,40,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus obsoletus",0.6,"BAY",1,30,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"BAR",1,35,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"BAR",1,45,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"BAR",1,30,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Nemipterus peronii",0.8,"BAY",1,40,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",0.6,"BAR",1,30,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Parapercis australis",0.5,"BAR",1,25,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"BAR",1,40,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.8,"BAR",1,40,"BAR_BAY","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Amblygobius phalaena",0.5,"BAR",1,25,"BAR_LAG","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"BAR",1,40,"BAR_LAG","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"BAR",1,35,"BAR_LAG","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"BAR",1,45,"BAR_LAG","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"BAR",1,30,"BAR_LAG","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Nemipterus peronii",1,"LAG",1,50,"BAR_LAG","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Parapercis australis",0.5,"BAR",1,25,"BAR_LAG","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_LAG","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"BAR",1,40,"BAR_LAG","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Thalassoma lunare",0.6,"BAR",1,30,"BAR_LAG","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.7,"LAG",1,35,"BAY_LAG","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Amblygobius phalaena",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Coris dorsomacula",0.356,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"OFFSHORE",1,30,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"OFFSHORE",1,20,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Nemipterus peronii",0.9,"INSHORE",1,60,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",0.554,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Parapercis australis",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Parupeneus multifasciatus",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.557,"OFFSHORE",1,50,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Ptereleotris microlepis",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Stethojulis interrupta",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Thalassoma lunare",0.554,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","MBERE_vs_ABORE"
"Amblygobius phalaena",0.5,"BAR",1,25,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"BAR",1,40,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Lethrinus obsoletus",0.6,"BAY",1,30,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"BAR",1,35,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"BAR",1,45,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"BAR",1,30,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Nemipterus peronii",0.8,"BAY",1,40,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",0.6,"BAR",1,30,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Parapercis australis",0.5,"BAR",1,25,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"BAR",1,40,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.8,"BAR",1,40,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Thalassoma lunare",0.522,"BAR",1,35,"BAR_BAY","indval","maxN","prev_10","MBERE_vs_ABORE"
"Amblygobius phalaena",0.5,"BAR",1,25,"BAR_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"BAR",1,40,"BAR_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"BAR",1,35,"BAR_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"BAR",1,45,"BAR_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"BAR",1,30,"BAR_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Nemipterus peronii",1,"LAG",1,50,"BAR_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",0.565,"BAR",1,35,"BAR_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Parapercis australis",0.5,"BAR",1,25,"BAR_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"BAR",1,40,"BAR_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Thalassoma lunare",0.6,"BAR",1,30,"BAR_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Lethrinus genivittatus",0.655,"LAG",1,50,"BAY_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Nemipterus peronii",0.674,"LAG",1,90,"BAY_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.7,"LAG",1,35,"BAY_LAG","indval","maxN","prev_10","MBERE_vs_ABORE"
"Amblygobius phalaena",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Coris dorsomacula",0.356,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Halichoeres trimaculatus",0.8,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Lethrinus variegatus",0.9,"OFFSHORE",1,30,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Mulloidichthys flavolineatus",0.6,"OFFSHORE",1,20,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Nemipterus peronii",0.9,"INSHORE",1,60,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",0.582,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Parapercis australis",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Parupeneus barberinoides",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Parupeneus multifasciatus",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Parupeneus pleurostigma",0.8,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",0.565,"OFFSHORE",1,50,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Ptereleotris microlepis",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Stethojulis interrupta",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Thalassoma lunare",0.558,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","maxN","prev_10","MBERE_vs_ABORE"
"Abalistes stellatus",1.317,"BAY",1,20,"BAR_BAY","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Atule mate",4.333,"BAY",1,20,"BAR_BAY","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Echeneis naucrates",0.067,"BAY",1,35,"BAR_BAY","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Epinephelus areolatus",7.549,"BAY",1,10,"BAR_BAY","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Gnathanodon speciosus",3,"BAY",1,10,"BAR_BAY","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus obsoletus",19.651,"BAY",1,30,"BAR_BAY","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Lutjanus vitta",7.549,"BAY",1,10,"BAR_BAY","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Nemipterus peronii",15.416,"BAY",1,40,"BAR_BAY","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Abalistes stellatus",3.519,"LAG",1,20,"BAR_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Amblygobius sphynx",6.6,"LAG",1,10,"BAR_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Atule mate",1.247,"LAG",1,10,"BAR_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Carangoides fulvoguttatus",3.583,"BAR",1,10,"BAR_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Coris caudimacula",3.75,"LAG",1,10,"BAR_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Lagocephalus sceleratus",3.429,"LAG",1,15,"BAR_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus genivittatus",2.072,"LAG",1,65,"BAR_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Nemipterus peronii",33.48,"LAG",1,50,"BAR_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Oplopomus oplopomus",6.023,"LAG",1,10,"BAR_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Amblygobius sphynx",4.267,"LAG",1,10,"BAY_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Coris caudimacula",3.875,"LAG",1,10,"BAY_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Nemipterus peronii",2.8,"LAG",1,90,"BAY_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Oplopomus oplopomus",6,"LAG",1,10,"BAY_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Pentapodus nagasakiensis",20.524,"LAG",1,35,"BAY_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Pseudalutarius nasicornis",18.474,"LAG",1,20,"BAY_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Upeneus tragula",4,"BAY",1,10,"BAY_LAG","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Abalistes stellatus",-0.644,"INSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Atule mate",-1.559,"INSHORE",1,20,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Coris dorsomacula",0,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Echeneis naucrates",-0.967,"OFFSHORE",1,26.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Lagocephalus sceleratus",-0.667,"INSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus genivittatus",-1.333,"OFFSHORE",1,53.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus obsoletus",-1.399,"INSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus rubrioperculatus",8.749,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Lethrinus variegatus",10.327,"OFFSHORE",1,30,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Oxycheilinus bimaculatus",0,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Parupeneus barberinoides",5.036,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Parupeneus heptacanthus",-0.167,"INSHORE",1,20,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Parupeneus multifasciatus",1.528,"OFFSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs","prev_10","MBERE_vs_ABORE"
"Abalistes stellatus",1.066,"BAY",1,20,"BAR_BAY","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Atule mate",2.631,"BAY",1,20,"BAR_BAY","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Coris dorsomacula",-1.75,"BAR",1,20,"BAR_BAY","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Diagramma pictum",3.172,"BAR",1,10,"BAR_BAY","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Echeneis naucrates",-0.348,"BAY",1,35,"BAR_BAY","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Epinephelus areolatus",8.483,"BAY",1,10,"BAR_BAY","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Gnathanodon speciosus",6.864,"BAY",1,10,"BAR_BAY","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Lethrinus obsoletus",16.578,"BAY",1,30,"BAR_BAY","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Lutjanus vitta",12.439,"BAY",1,10,"BAR_BAY","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Nemipterus peronii",21.746,"BAY",1,40,"BAR_BAY","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Oxycheilinus nigromarginatus",-5.296,"BAR",1,10,"BAR_BAY","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Abalistes stellatus",0.125,"LAG",1,20,"BAR_LAG","bininter","maxN","prev_10","MBERE_vs_ABORE"
"Amblygobius phalaena",-2.154,"BAR",1,25,"BAR_LAG","bininter","maxN","prev_10","MBERE_vs_ABORE"
